id,organization,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances,balance1_type_code,balance1_version,balance1_audit_type,balance1_valid_until_date,balance1_valid_until_year,balance1_year,balance1_score,balance1_documents,balance2_type_code,balance2_version,balance2_audit_type,balance2_valid_until_date,balance2_valid_until_year,balance2_year,balance2_score,balance2_documents,balance3_type_code,balance3_version,balance3_audit_type,balance3_valid_until_date,balance3_valid_until_year,balance3_year,balance3_score,balance3_documents,balance4_type_code,balance4_version,balance4_audit_type,balance4_valid_until_date,balance4_valid_until_year,balance4_year,balance4_score,balance4_documents,balance5_type_code,balance5_version,balance5_audit_type,balance5_valid_until_date,balance5_valid_until_year,balance5_year,balance5_score,balance5_documents,balance6_type_code,balance6_version,balance6_audit_type,balance6_valid_until_date,balance6_valid_until_year,balance6_year,balance6_score,balance6_documents,balance7_type_code,balance7_version,balance7_audit_type,balance7_valid_until_date,balance7_valid_until_year,balance7_year,balance7_score,balance7_documents,balance8_type_code,balance8_version,balance8_audit_type,balance8_valid_until_date,balance8_valid_until_year,balance8_year,balance8_score,balance8_documents
44825,Malermeister Andree Antosch,DE,Germany,22769,Hamburg,Small (≤50),11-25,Craft,Handwerk,1.0,4.1,Standard,Peer,30-04-2017,2017.0,2015.0,300,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355,Malteser Hilfsdienst gemeinnützige GmbH,DE,Germany,83278,Traunstein,Mid (≤250),51-100,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-07-2019,2019.0,2017.0,371,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14860,Malzfabrik,DE,Germany,12103,Berlin,Small (≤50),11-25,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14905,Manfred Jotter – Besser Wirtschaften,DE,Germany,20357,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,4.1,Standard,Desk,31-05-2017,2017.0,2015.0,448,Report+Attestation,M5.0,Compact,Desk,20-09-2020,2020.0,2018.0,603.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28515,Manfred Kofranek,AT,Austria,1090,Wien,,,,,3.0,3.0,Standard,Desk,,,,,Report,4.1,Standard,Desk,,,,,Report,4.1,Standard,Desk,,,,,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44827,MaranVEGAN GmbH,AT,Austria,1060,Wien,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,4.1,Standard,Peer,31-12-2018,2018.0,2016.0,655,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40996,Margit  und Josef Mayr-Lamm,AT,Austria,4511,Alhaming,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2.0,4.0,Standard,Desk,28-09-2013,2013.0,2011.0,598,Report+Attestation,4.1,Standard,Peer,31-03-2016,2016.0,2014.0,638.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37705,Maria Henkys ShopConsult-NRW,DE,Germany,40597,Düsseldorf-Benrath,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Desk,30-11-2015,2015.0,2013.0,543,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64670,Maria-Elisabeth Belpaire,BE,Belgium,2018,Antwerpen,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Compact,Peer,30-06-2024,2024.0,2022.0,531,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150760,Marianne Voit Coaching-Training-Supervision,DE,Germany,86558,Hohenwart,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30151,Marianne Voit-Lipowsky,DE,Germany,86558,Hohenwart,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,31-07-2023,2023.0,2021.0,423,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92459,Marketeasing,ES,Spain,08338,Premià de Dalt,Micro (≤10),1-2,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27489,Märkisches Landbrot GmbH,DE,Germany,12057,Berlin,Small (≤50),26-50,Craft,Handwerk,4.0,4.0,Standard,Desk,31-03-2015,2015.0,2013.0,652,Report,4.1,Standard,Desk,31-03-2017,2017.0,2015.0,689.0,Report+Attestation,4.1,Standard,Desk,31-03-2019,2019.0,2017.0,773.0,Report+Attestation,M5.0,Full,On site,31-10-2023,2023.0,2021.0,756.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85360,Markt5- Der regionale Concept Store,DE,Germany,59759,Arnsberg,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Peer,31-12-2024,2024.0,2022.0,255,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24844,Markthalle Betriebsgesellschaft mbH,DE,Germany,20095,Hamburg,Small (≤50),26-50,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Peer,30-04-2023,2023.0,2021.0,298,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32323,Markus Hölzl,DE,Germany,81827,München,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,30-04-2023,2023.0,2021.0,281,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14861,Marmed GmbH,DE,Germany,35091,Cölbe,Small (≤50),11-25,Pharma,Medizin / Pharma,1.0,M5.0,Compact,Peer,30-10-2020,2020.0,2018.0,458,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124369,Maßstab Diamant GmbH,DE,Germany,32584,Löhne,Small (≤50),26-50,Marketing / Avertising / PR,Marketing / Werbung / PR,1.0,M5.0,Compact,Peer,31-08-2025,2025.0,2023.0,193,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14764,Mathias Winkler – Nachhaltige Finanzlösungen,DE,Germany,81543,München,Micro (≤10),1-2,Finance,Finanzen,1.0,M5.0,Compact,Peer,31-07-2021,2021.0,2019.0,463,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14735,Mathis Spenglerei GmbH,AT,Austria,6844,Altach,Small (≤50),11-25,Craft,Handwerk,1.0,M5.0,Compact,Peer,31-05-2021,2021.0,2019.0,180,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14747,Matthias Brunk,DE,Germany,53129,Bonn,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-10-2021,2021.0,2019.0,473,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35669,Mattlihaus KG,DE,Germany,87541,Oberjoch,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Full,Peer,31-07-2023,2023.0,2021.0,455,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139399,media4nature GmbH,DE,Germany,90425,Nürnberg,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1.0,M5.0,Full,Peer,30-11-2025,2025.0,2023.0,141,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48622,Medus des Andreas Gögele & Co. KG,IT,Italy,39012,Meran/o,Small (≤50),11-25,Printing / Paper / Packaging,Druck / Papier / Verpackung,1.0,M5.0,Full,Peer,28-02-2022,2022.0,2020.0,249,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80060,"MehrWert GmbH für Finanzberatung und Vermittlung, Bamberg",DE,Germany,96047,Bamberg,Micro (≤10),3-10,Finance,Finanzen,1.0,M5.0,Compact,Peer,31-10-2024,2024.0,2022.0,325,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55101,mehrWerte Unternehmensentwicklung,AT,Austria,1140,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,3.0,3.0,Standard,Desk,,,,,Report,4.1,Standard,On site,,,,,Report,M5.0,Compact,Desk,31-01-2024,2024.0,2022.0,613.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44832,Meierei Horst eG,DE,Germany,25358,Horst (Holstein),Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,4.1,Standard,Peer,30-04-2017,2017.0,2015.0,419,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14803,Mein Grundeinkommen e.V. (gemeinnützig),DE,Germany,12053,Berlin,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-10-2021,2021.0,2019.0,540,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14862,Mein Kindskopf UG,DE,Germany,83324,Ruhpolding,Micro (≤10),1-2,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,30-10-2020,2020.0,2018.0,426,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35292,"Meister Küfner Nusseckenmanufaktur, Nürnberg",DE,Germany,90461,Nürnberg,,,Craft,Handwerk,2.0,M5.0,Compact,Peer,30-06-2023,2023.0,2021.0,351,Report+Certificate,M5.0,Compact,Peer,30-09-2025,2025.0,2023.0,368.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45835,Meisterfloristik Oberndorf,AT,Austria,5110,Oberndorf,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Full,Peer,30-06-2024,2024.0,2022.0,320,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14817,Melchinger Systemhaus UG (haftungsbeschränkt),DE,Germany,71126,Gäufelden,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-12-2021,2021.0,2019.0,288,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24896,Mellauner S.r.l.,IT,Italy,39042,Brixen,Micro (≤10),3-10,Transport / Logistics,Verkehr / Transport / Logistik,1.0,M5.0,Compact,Peer,31-01-2023,2023.0,2021.0,257,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92465,Mellowmove,PT,Portugal,2640-206,Encarnação,Micro (≤10),1-2,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36811,mentalenz Corinna Lütsch & Carsten Schaeffer GbR,DE,Germany,22417,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Peer,31-07-2017,2017.0,2015.0,399,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82677,Meraner Weinhaus – PUR Südtirol,IT,Italy,39011,Lana,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1.0,M5.0,Full,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44845,Mercacultura GmbH,AT,Austria,8181,St. Ruprecht an der Raab,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,4.1,Standard,Peer,31-07-2016,2016.0,2014.0,541,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29734,Metzler Käse – Molke GmbH,AT,Austria,6863,Egg,Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2.0,4.1,Standard,Peer,31-05-2016,2016.0,2014.0,568,Report+Certificate,4.1,Standard,Desk,30-06-2019,2019.0,2017.0,407.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14790,mg: mannheimer gründungszentren gmbh,DE,Germany,68163,Mannheim,Small (≤50),26-50,Real Estate / Facility Management,Immobilien / Facility Management,1.0,M5.0,Full,On site,28-02-2022,2022.0,2020.0,230,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14798,Michael Selig – Berater für Organisation und Transformation,DE,Germany,74594,Kreßberg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-12-2021,2021.0,2019.0,473,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37755,Michael Vongerichten,DE,Germany,14119,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Desk,31-03-2017,2017.0,2015.0,478,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37758,Michael Weiss,AT,Austria,8144,Tobelbad,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Desk,31-10-2016,2016.0,2014.0,329,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143252,Michael Winkler,AT,Austria,2391,Kaltenleutgeben,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Full,Peer,31-10-2025,2025.0,2023.0,348,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147396,Michaelshof Hepsisau,DE,Germany,"73,235",Weilheim an der Teck,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,On site,31-12-2025,2025.0,2023.0,443,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14961,Mick Petersmann,DE,Germany,20259,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,30-04-2022,2022.0,2020.0,525,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22381,mICU-Alps GmbH,AT,Austria,6060,Hall in Tirol,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-10-2022,2022.0,2020.0,653,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80072,"MINOVA Information Services GmbH, Würzburg",DE,Germany,97072,Würzburg,Small (≤50),11-25,EDP / IT,EDV / IT,1.0,M5.0,Compact,Peer,31-10-2024,2024.0,2022.0,221,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48630,MITTELBERGER & CO OHG,IT,Italy,39100,Bozen/Bolzano/Bulsan,Small (≤50),11-25,Craft,Handwerk,1.0,M5.0,Full,Peer,30-12-2020,2020.0,2018.0,482,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14809,Mobility Center GmbH,DE,Germany,04107,Leipzig,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,2.0,M5.0,Full,On site,31-01-2022,2022.0,2020.0,454,Report+Attestation,M5.0,Full,Desk,31-01-2025,2025.0,2023.0,479.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14725,MobilSpiel e.V.,DE,Germany,81379,München,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,Peer,31-03-2021,2021.0,2019.0,458,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15588,"Möckernkiez Genossenschaft für selbstverwaltetes, soziales und ökologisches Wohnen eG",DE,Germany,10963,Berlin,Micro (≤10),3-10,Real Estate / Facility Management,Immobilien / Facility Management,1.0,M5.0,Compact,On site,30-09-2022,2022.0,2020.0,510,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14995,Mode & Sport Moreau GesmbH,AT,Austria,5710,Kaprun,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,2.0,4.1,Standard,Peer,31-10-2017,2017.0,2015.0,384,Report+Certificate,M5.0,Full,Peer,31-10-2021,2021.0,2019.0,390.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14940,Moin Bio Backwaren GmbH,DE,Germany,25348,Glückstadt,Small (≤50),26-50,Craft,Handwerk,2.0,M5.0,Full,On site,28-02-2022,2022.0,2020.0,533,Report+Attestation,M5.0,Full,Desk,31-01-2025,2025.0,2023.0,642.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75629,mondo buchhandlung,DE,Germany,33602,Bielefeld,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1.0,M5.0,Full,Desk,30-11-2024,2024.0,2022.0,348,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,Monika Riedl Christallmanufaktur,AT,Austria,5303,Thalgau,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,4.1,Standard,Peer,30-09-2018,2018.0,2016.0,448,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14963,monomeer. Alles ohne Plastik,DE,Germany,78467,Konstanz,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Desk,31-05-2022,2022.0,2020.0,443,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44182,Monteverde Cooperativa Sociale di Solidarietà – Onlus,IT,Italy,37030,Badia Calavena,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Full,Peer,12-05-2023,2023.0,2021.0,452,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133262,Monteverde Cooperativa Sociale di Solidarietà – Onlus,IT,Italy,37030,Badia Calavena (VR),Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Full,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74013,Müller & Mooseder Unternehmensberatung,DE,Germany,85221,Dachau,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,On site,30-11-2024,2024.0,2022.0,200,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14663,Müller Bau GmbH & Co KG,AT,Austria,6844,A-Altach,Small (≤50),26-50,Construction / Architecture,Baugewerbe / Architektur,1.0,M5.0,Full,On site,30-06-2021,2021.0,2019.0,249,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14736,MÜLLER Ofenbau Bertram u. Harald Müller GesnbR,AT,Austria,6713,Ludesch,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Compact,Peer,31-05-2021,2021.0,2019.0,297,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78430,müller ofenbau gmbh,AT,Austria,6713,Ludesch,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Compact,Peer,30-11-2024,2024.0,2022.0,336,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14864,"Müller, Horst",DE,Germany,81675,München,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,4.0,Standard,Desk,31-12-2015,2015.0,2013.0,614,Report+Attestation,M5.0,Compact,Desk,31-03-2020,2020.0,2018.0,506.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33857,München kocht!,DE,Germany,80339,München,Micro (≤10),1-2,Services,Dienstleistung,2.0,M5.0,Full,Peer,30-11-2023,2023.0,2021.0,232,Report+Certificate,M5.0,Full,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30299,Münchner Aids- Hilfe e.V.,DE,Germany,80337,München,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,4.1,Standard,Peer,30-11-2019,2019.0,2017.0,456,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46973,Münsterland gGmbH,DE,Germany,48565,Steinfurt,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,Peer,31-10-2023,2023.0,2021.0,487,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56536,Mutpol – Diakonische Jugendhilfe Tuttlingen,DE,Germany,78532,Tuttlingen,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84899,MYCB1 Group B.V.,NL,Netherlands,1098,XG Amsterdam,Micro (≤10),3-10,Pharma,Medizin / Pharma,1.0,M5.0,Full,On site,31-01-2025,2025.0,2023.0,187,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143254,myssion consulting gmbh,AT,Austria,1030,Wien,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Full,Peer,31-10-2025,2025.0,2023.0,148,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36608,"N-Motion, Röhrle & Henle Partnerschaftsgesellschaft",DE,Germany,89073,Ulm,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-01-2024,2024.0,2022.0,417,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14955,n.e.s.t. Bauprojektierung und Vermietung AG,DE,Germany,72070,Tübingen,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,4.0,M5.0,Full,Desk,31-05-2022,2022.0,2020.0,506,Report+Attestation,M5.0,Full,Desk,30-11-2023,2023.0,2021.0,541.0,Report+Attestation,M5.0,Full,Desk,30-04-2024,2024.0,2022.0,580.0,Report+Attestation,M5.0,Full,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14810,Nack Büroeinrichtungen GmbH,DE,Germany,22041,Hamburg,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Peer,30-11-2021,2021.0,2019.0,395,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36813,Nagl-Pölzer Consulting,AT,Austria,2393,Sittendorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.0,Standard,Desk,30-08-2015,2015.0,2013.0,375,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92399,Natura cultura y servicios ambientales S.L.,ES,Spain,46901,Torrent,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132141,Naturbackstube Kreis e.K.,DE,Germany,44229,Dortmund,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Full,Peer,02-11-2025,2025.0,2023.0,434,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14993,naturblau+++ Die Werteagentur,DE,Germany,78359,Orsingen-Nenzingen,Micro (≤10),3-10,Marketing / Avertising / PR,Marketing / Werbung / PR,2.0,4.1,Standard,Peer,31-05-2017,2017.0,2015.0,522,Report+Certificate,M5.0,Compact,Desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35302,nature and progress,DE,Germany,79585,Steinen Endenbzrg,,,Consulting,Beratung / Consulting,1.0,M5.0,Full,Desk,30-04-2023,2023.0,2021.0,490,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35652,Naturerlebniszentrum Allgäu,DE,Germany,87527,Sonthofen,Micro (≤10),1-2,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Full,Peer,31-07-2023,2023.0,2021.0,373,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44949,Naturgarten Schönegge Schönegge GmbH,DE,Germany,85405,Nandlstadt,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,4.1,Standard,Peer,31-12-2017,2017.0,2015.0,732,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
