id,organization,organization_link,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances_org_table,balance_scores
82924,Biohof Lecker GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tgo2f,DE,Germany,83410,Laufen,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-12-2024': 358}
44932,Biohof Reumann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7i4e5,AT,Austria,7042,Antau,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-06-2015': 603}
30110,Biohotel Amadeus,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mfgbk,DE,Germany,19053,Schwerin,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-05-2019': 593}
56311,Biohotel Bergkristall,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=am8ba,AT,Austria,8971,Rohrmoos,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2023': 415}
14987,BIOHOTEL KUNSTQUARTIER,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=llyhg,DE,Germany,90547,Stein,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 674}
56307,Biohotel Rupertus GmbH & CoKG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=eja3l,AT,Austria,5771,Leogang,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2023': 459}
14763,Biohotel Schiessentobel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=nmwi,AT,Austria,5164,Seeham,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 571}
56300,Biohotel Stillebach GmgH & CoKG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=a401v,AT,Austria,6481,St. Leonhard,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'24-01-2024': 421}
30114,BioHotel und Gastronomie Burg Lenzen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gco92,DE,Germany,19309,Lenzen,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-05-2019': 616}
40894,biokaiser GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xn07e,DE,Germany,55252,Mainz-Kastel,Mid (≤250),101-250,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-10-2023': 495}
85412,Bioladen Regenbogen Thomas Wälter,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=azerz,DE,Germany,59821,Arnsberg,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-12-2024': 306}
40983,Bioland e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pa7a9,DE,Germany,55116,Mainz,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'30-11-2017': 488, '31-01-2025': 481}"
40985,Bioland Gärtnerei am Hainerbach Harro Colshorn,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tn1nr,DE,Germany,83052,Bruckmühl,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'30-12-2014': 601, '31-12-2015': 732}"
41043,Bioland Gärtnerei Hecker,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vwt30,DE,Germany,82140,Olching,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'31-12-2014': 430, '31-12-2015': 502}"
40988,Bioland Lammertzhof – Fam. Hannen GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cf6mo,DE,Germany,41564,Kaarst,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'30-12-2015': 627, '31-12-2017': 654}"
85214,Bioland Lammertzhof – Fam. Hannen GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=um6t2,DE,Germany,41564,Kaarst,Mid (≤250),51-100,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-12-2024': 661}
44706,Biolandhof Josef Braun,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=e8xef,DE,Germany,85354,Freising,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-09-2017': 627}
14706,Biomarkt La Vida e.K.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=19lk5,DE,Germany,86919,Utting a.A.,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,2,"{'20-05-2021': 493, '13-11-2022': 507}"
14976,Biond GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zfdq4,DE,Germany,34123,Kassel,Mid (≤250),51-100,Services,Dienstleistung,1,{'31-12-2021': 619}
38663,Bioplan GbR Büro für Ökologie und Umweltplanung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7bmmv,DE,Germany,37671,Höxter,Small (≤50),11-25,Services,Dienstleistung,1,{'31-05-2023': 279}
92393,Biotremol,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y0inr,ES,Spain,03690,Sant Vicent del Raspeig,,,Other,Sonstige,1,
14761,BioVitalHotel Sommerau,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jao0a,AT,Austria,5423,St. Koloman,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 544}
14937,bittar. worte & zeichen setzen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bdpfy,DE,Germany,10437,Berlin,Micro (≤10),1-2,Services,Dienstleistung,1,{'28-02-2022': 601}
14938,BKK ProVita,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=84zcx,DE,Germany,85232,Bergkirchen,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,4,"{'31-12-2017': 374, '30-01-2020': 604, '31-01-2022': 790}"
127384,Blackbit digital Commerce GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ptxk6,DE,Germany,37079,Göttingen,Small (≤50),26-50,Marketing / Avertising / PR,Marketing / Werbung / PR,1,
87387,Blackroll AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=x8qx,CH,Switzerland,8598,Bottighofen,Mid (≤250),51-100,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'24-08-2024': 296}
83986,Blank_Canvas,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=l2c9a,DE,Germany,83607,Holzkirchen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-08-2024': 288}
14807,Blattfrisch GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vd0ty,DE,Germany,20253,Hamburg,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'30-11-2021': 487}
14765,Blattwerk Gartengestaltung GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=28xyu,DE,Germany,70569,Stuttgart,Small (≤50),11-25,Construction / Architecture,Baugewerbe / Architektur,1,{'31-10-2021': 442}
19688,blp Geo Services GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ibgd2,AT,Austria,4020,Linz,Small (≤50),11-25,Services,Dienstleistung,1,{'30-06-2022': 383}
124367,blueContec GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=a1mtl,DE,Germany,55127,Mainz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-08-2025': 252}
90787,BMR Human Resources Interim Management,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ezjps,DE,Germany,70184,Stuttgart,Micro (≤10),1-2,HR,Personalwesen / Personalbeschaffung,1,{'31-10-2024': 209}
14895,Bodan,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z0a2z,DE,Germany,88662,Überlingen,Mid (≤250),101-250,Trade / Consumption,Handel / Konsum,5,"{'30-06-2024': 583, '30-09-2017': 496}"
44709,Bodengraf GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1ool7,AT,Austria,5322,Hof/Salzburg,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-09-2017': 543}
135335,borisgloger consulting gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zkewz,DE,Germany,60327,Frankfurt am Main,Mid (≤250),51-100,Consulting,Beratung / Consulting,1,
62105,BOS Balance of Storage Systems,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7mj2n,DE,Germany,89231,Neu-Ulm,Small (≤50),26-50,Electrical / Electronics,Elektro / Elektronik,1,{'31-10-2024': 218}
36506,BOSSE WESTPHAL SCHÄFFER Architekten und Sachverständige PartGmbB,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=72yry,DE,Germany,21423,Winsen/Luhe,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2017': 423}
17821,Braucommune in Freistadt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xcda9,AT,Austria,4240,Freistadt,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-05-2022': 519}
25791,Brauerei Gutmann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hl5o0,DE,Germany,85135,Titting,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'30-04-2023': 276, '28-02-2026': 378}"
122626,Brausen GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lt3rs,DE,Germany,09112,Chemnitz,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'30-11-2025': 168}
56526,Breinlinger Ingenieure,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z6d7e,DE,Germany,18532,Tuttlingen,Mid (≤250),51-100,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2023': 496}
27524,Brigitte Göltz – Training und Beratung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=abj5c,DE,Germany,88662,Überlingen,Micro (≤10),1-2,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'28-02-2023': 345}
90816,BRILLENkammer,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=oghsh,DE,Germany,10245,Berlin,Micro (≤10),3-10,Craft,Handwerk,1,{'31-08-2024': 472}
34942,Brumaire Verlag,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=d3685,DE,Germany,10999,Berlin,Micro (≤10),3-10,Media,Medien,1,{'30-09-2023': 321}
14896,BTE Tourismus- und Regionalberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3vwow,DE,Germany,10289,Berlin,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,2,"{'31-05-2017': 428, '31-10-2020': 443}"
14668,buch7.de GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=21olv,DE,Germany,86462,Langweid am Lech,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-12-2020': 517}
14673,Buchbinderei Fuchs,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=nlqch,AT,Austria,5760,Saalfelden,Small (≤50),11-25,Printing / Paper / Packaging,Druck / Papier / Verpackung,1,{'30-04-2021': 260}
163399,Bundesakademie für Kulturelle Bildung Wolfenbüttel e. V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8mk21,DE,Germany,38304,Wolfenbüttel,Small (≤50),26-50,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,
115235,Bunte Burger GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=x9r6x,DE,Germany,50825,Köln,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-05-2025': 488}
90060,Bureau SoSo – Nachhaltiges Grafikdesign,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ou5em,DE,Germany,51067,Köln,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'31-03-2025': 382}
20449,Bürger-Energie-Genossenschaft Neuburg-Schrobenhausen-Aichach-Eichstätt eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pzfuh,DE,Germany,86529,Schrobehausen,Micro (≤10),1-2,Energy,Energiewirtschaft,1,{'30-09-2022': 411}
30106,BürgerEnergieGenossenschaft eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rwxfb,DE,Germany,58300,Wetter (Ruhr),Micro (≤10),3-10,Energy,Energiewirtschaft,1,
20445,Bürgerenergiegenossenschaft im Landkreis Pfaffenhofen a. d. Ilm eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qo45s,DE,Germany,85276,Pfaffenhofen,Micro (≤10),1-2,Energy,Energiewirtschaft,1,{'30-09-2022': 441}
40874,BÜRGERSTIFTUNG PFALZ UND NATURHOTEL STIFTSGUT KEYSERMÜHLE,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=io8sq,DE,Germany,76889,Klingenmünster,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-03-2017': 656}
36546,Büro für Erneuerbare Energie Ing. Leo Riebenbauer GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qd19x,AT,Austria,8243,Pinggau,Micro (≤10),3-10,Energy,Energiewirtschaft,1,{'30-06-2015': 564}
14911,Bürogemeinschaft Sehlbach,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uk419,DE,Germany,10961,Berlin,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-09-2020': 216}
41064,Business School Lausanne,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jns4j,CH,Switzerland,1022,Chavannes,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-10-2016': 461}
124365,Business-health,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qanoa,DE,Germany,13507,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-08-2025': 313}
36749,Busse Franchise Kommunikation,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2j0rz,DE,Germany,22453,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,
126586,CAES – Consorzio Assicurativo Etico Solidale,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cqkvc,IT,Italy,20148,Milano,Micro (≤10),3-10,Waste Disposal,Abfallentsorgung,1,{'01-06-2025': 670}
41321,Café Chrysander,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9psig,DE,Germany,21029,Hamburg,Micro (≤10),3-10,Other,Sonstige,1,{'31-10-2023': 206}
14775,Cafe Pausenraum,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kr45r,DE,Germany,79108,Freiburg,Micro (≤10),1-2,Services,Dienstleistung,1,{'31-12-2020': 642}
40892,camera obscura GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zubwl,DE,Germany,10707,Berlin,Micro (≤10),1-2,Media,Medien,1,{'31-08-2023': 480}
124487,camera obscura GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o6xvo,DE,Germany,10707,Berlin,Micro (≤10),3-10,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'31-08-2025': 202}
64668,Campus National,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6rx91,BE,Belgium,2000,Antwerpen,Micro (≤10),3-10,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'30-06-2024': 524}
92511,Can Cet,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z20zh,ES,Spain,08918,Badalona,Micro (≤10),1-2,Other,Sonstige,1,{'25-07-2016': 624}
14897,Cappel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=63z8l,AT,Austria,9991,Dölsach,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-10-2020': 591}
19285,Cappelletti + Bongiovanni Srl,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=l103f,IT,Italy,47013,Dovadola,Micro (≤10),3-10,Craft,Handwerk,1,{'30-01-2021': 472}
84326,Capri HotelbetriebsGmbH & Co KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5mfwf,AT,Austria,1020,Wien,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,2,"{'28-02-2021': 398, '31-12-2024': 410}"
36659,cardamom,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qc6c5,AT,Austria,8160,Weiz,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-07-2016': 772}
57026,CariKids gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lb1gi,DE,Germany,50825,Köln,Mid (≤250),51-100,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'29-02-2024': 492}
84555,Caritasverband Arnsberg-Sundern e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gcg00,DE,Germany,59821,Arnsberg,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-12-2024': 324}
73439,Caritasverband für den Landkreis Emmendingen e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sb72g,DE,Germany,79312,Emmendingen,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-09-2024': 355}
118354,Caritasverband Köln,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o8fwd,DE,Germany,50825,Köln,Large (>250),1001-2500,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-05-2025': 336}
87407,Caritasverband Paderborn e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=c3fdu,DE,Germany,33098,Paderborn,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-08-2024': 379}
90809,Carry Products GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ck2i0,DE,Germany,10777,Berlin,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-08-2024': 488}
14759,castello – Wohlfühlhotel in Königsleiten,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ms351,AT,Austria,5742,Wald im Pinzgau,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 400}
14828,"Catucho GbR (Ulrike &Laura Eckhardt), Rösterei",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=97ugx,DE,Germany,27333,Bücken,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,
14829,CCC Druck und Medien GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1lqgz,DE,Germany,48147,Münster,Small (≤50),11-25,Internet / Multimedia,Internet / Multimedia,1,
92525,Centro de psicología y Coaching Valencia S.L.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=13xbt,ES,Spain,46183,L’Eliana,Micro (≤10),1-2,Other,Sonstige,1,{'31-12-2023': 215}
117424,Centro Papa Giovanni XXIII Soc. Cooperativa Soc,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=b3m8s,IT,Italy,60131,Ancona,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'05-05-2024': 383}
117428,Cha Maria Srl Società Benefit,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6ndiy,IT,Italy,10020,Lauriano TO,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'05-05-2024': 230}
24834,Chemical Check GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dkg0u,DE,Germany,32839,Steinheim,Small (≤50),26-50,Services,Dienstleistung,2,{'31-10-2025': 363}
14929,Christian Felber,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pj0i6,AT,Austria,1070,Wien,Micro (≤10),3-10,Other,Sonstige,2,{'31-01-2025': 440}
14898,Christian Jensen Kolleg,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=24j2f,DE,Germany,25821,Breklum,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,2,"{'31-12-2017': 447, '28-02-2021': 528}"
90051,Christian Jensen Kolleg gemeinnützige GmbH Breklum,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q4icv,DE,Germany,25821,Breklum,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-07-2025': 589}
133954,Christian Rüther e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lnbzx,AT,Austria,1070,Wien,,,Consulting,Beratung / Consulting,3,{'31-05-2017': 547}
124336,Christine Ehlers-werterleben,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ikye0,DE,Germany,10555,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-08-2025': 313}
14783,"Christof Bader KG – Fliesen, Kachelöfen, Natursteine",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zoqwg,AT,Austria,5640,Bad Gastein,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2021': 508}
37751,Christoph Spahn,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=d3p73,DE,Germany,76332,Bad Herrenalb,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-12-2015': 529}
14766,"cibaria GmbH, ökologisch-biologische Vollkornbäckerei",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jnsz8,DE,Germany,48155,Münster,Small (≤50),26-50,Craft,Handwerk,3,"{'28-02-2019': 630, '30-11-2021': 635, '30-04-2024': 639}"
59060,Claudia Schleicher | Engagement & Change,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vb8bo,DE,Germany,40627,Düsseldorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'29-02-2024': 386}
14816,CMP Competent Management Partners AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5jj83,CH,Switzerland,6333,Hünenberg See,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'31-10-2019': 546, '31-12-2021': 521, '30-06-2025': 549}"
34187,Coaching Zahn,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=f5p4x,DE,Germany,83301,Traunreut,Micro (≤10),1-2,Services,Dienstleistung,1,{'30-06-2023': 300}
163181,COMES e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=47oj5,DE,Germany,13055,Berlin,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
30127,Condrobs e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ys8g5,DE,Germany,81673,München,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
14989,confideon Unternehmensberatung GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xbv9m,DE,Germany,10823,Berlin,Small (≤50),11-25,Consulting,Beratung / Consulting,2,"{'31-07-2022': 489, '30-11-2025': 493}"
93959,ConPlusUltra GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8dkwz,AT,Austria,3100,St. Pölten,Small (≤50),26-50,Consulting,Beratung / Consulting,1,{'30-11-2024': 487}
14769,conSalis e.Gen.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ipqhg,AT,Austria,5020,Salzburg,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'28-02-2021': 518}
14738,Contecta immobilienvewwaltung GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tg4xc,DE,Germany,86156,Augsburg,Small (≤50),11-25,Real Estate / Facility Management,Immobilien / Facility Management,1,{'30-09-2022': 246}
