id,organization,country,postal_code,city,company_size,economic_sector
91614,AMC Luxembourg,LU,7521,Mersch,(3)11-25,Finanzen
14819,AmVieh-Theater,DE,33824,Werther (Westfalen),(2)3-10,Tourismus / Hotel / Gastronomie
14772,ananjo informatiker,DE,63165,mühlheim am main,(2)3-10,EDV / IT
29214,"Andrea Aldosser, Ganzheitliche Personal- und Organisationsentwicklung",AT,6361,Hopfgartn,(1)1-2,Beratung / Consulting
30925,Andreas Heilmann Gartengestaltung,DE,83349,Palling,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
92507,Angaraveca,ES,28013,Madrid,(1)1-2,Otros
92457,Animación y logística cultural S.L.U.,ES,46017,Valencia,(8) Todas las tallas,Otros
37702,ANJA HAIDER-WALLNER/ SMILEVEDA,AT,7000,Eisenstadt,(1)1-2,Beratung / Consulting
79370,Anne Berg – Bewusster Wandel,DE,53227,Bonn,(1)1-2,Beratung / Consulting
126462,Annemarie Bink und Fiona Brinker GbR,DE,27568,Bremerhaven,(1)1-2,Handel / Konsum
82864,ANWANDER (Anwander GmbH & Co. KG / Anwander-Waldmann GmbH & Co. KG),DE,87477,Sulzberg,(4)26-50,Baugewerbe / Architektur
92455,Aplicaciones Industriales Valencianas S.L.,ES,46130,Massamagrell,(8) Todas las tallas,Otros
14820,Apotheke am Goetheplatz,DE,31582,Nienburg/Weser,(2)3-10,Medizin / Pharma
14821,ARBA-BIOPLAN Genossenschaft,CH,8400,Winterthur,(2)3-10,Baugewerbe / Architektur
14884,Arbatherm,CH,8408,Winterthur,(2)3-10,Elektro / Elektronik
14822,arbeit plus Salzburg,AT,5020,Salzburg,(1)1-2,Gesundheitswesen / Soziales / Pflege
92371,Arca de Babel S.L,ES,38004,Santa Cruz de Tenerife,(8) Todas las tallas,Otros
14737,Architekturbüro Mießl GmbH,DE,86529,Schrobenhausen Sandzell,(2)3-10,Baugewerbe / Architektur
44670,ARGEkultur gemeinnützige GmbH,AT,5020,Salzburg,(3)11-25,Kunst / Kultur / Unterhaltung
37707,Armin Hipper – Büro für Nachhaltigkeit & Wirtschaftsethik,DE,88099,Neukirch (Bodenseekreis),(1)1-2,Beratung / Consulting
14966,Armin Schmelzle,AT,5161,Elixhausen,(1)1-2,Beratung / Consulting
127521,Armin Schmelzle Entwicklungsberatung,AT,5161,Elixhausen,(1)1-2,Beratung / Consulting
124478,ars scribendi,DE,30177,Hannover,(1)1-2,Dienstleistung
80265,Artist MesseService und -Bau GmbH & Co. KG,DE,33104,Paderborn,(3)11-25,Handwerk
92489,ArtMarketing SL,ES,28224,Pozuelo del Alarcón,(1)1-2,Otros
109043,ASC Göttingen von 1846 e.V.,DE,37083,Göttingen,(5)51-100,Vereine
92391,Asociación Traperos de Emaús Murcia,ES,30002,Murcia,(8) Todas las tallas,Otros
92413,Astrotouristing,ES,38400,Puerto de la Cruz,(8) Todas las tallas,Otros
67207,Atelier Marianna,AT,9900,Lienz,(2)3-10,Handwerk
135370,Atlantic Hotel Sail City GmbH,DE,28789,Bremerhaven,(6)101-250,Tourismus / Hotel / Gastronomie
145404,audit.innovation GmbH Wirtschaftsprüfungsgesellschaft,DE,70182,Deutschland,(1)1-2,Finanzen
14891,AUROBIA GmbH & Co KG,DE,86919,Utting,(1)1-2,Beratung / Consulting
140968,authento Vera Boos,DE,85356,Freising,(1)1-2,Beratung / Consulting
25099,Auto Rainer GmbH,IT,39040,Ratschings,(2)3-10,Verkehr / Transport / Logistik
31380,avance Unternehmensberatung GmbH,CH,8832,Feusisberg,(1)1-2,Beratung / Consulting
17277,Avesani Marta,IT,37124,Verona,(1)1-2,Beratung / Consulting
34415,AXICA Kongress- und Tagungszentrum  GmbH,DE,10117,Berlin,(3)11-25,Seminar / Messeanbieter
133341,Azienda Agricola Foradori S.s,IT,38017,Mezzolombardo (TN),(3)11-25,Cibo / Agricoltura / Silvicoltura
14892,B.A.U.M Consult GmbH,DE,59073,Hamm,(2)3-10,Beratung / Consulting
127354,B.A.U.M. Consult GmbH,DE,59073,Hamm,(3)11-25,Beratung / Consulting
40970,b.it GmbH,AT,5300,Hallwang,(2)3-10,EDV / IT
14797,Bäckerei Bahde GmbH,DE,21218,Seevetal,(4)26-50,Handel / Konsum
14722,Backhaus Cramer,DE,80313,Gauting,(3)11-25,Nahrungsmittel / Land / Forstwirtschaft
14666,Backkultur,AT,6811,Göfis,(2)3-10,Handwerk
129947,Backwarenbetriebe Herbert Nelles OHG,DE,53332,Bornheim,(5)51-100,Handwerk
80263,Barghorn GmbH & Co. KG,DE,26919,Brake,(5)51-100,Maschinen / Anlagenbau
52502,Baril Coatings,NL,5234 GL,’s-Hertogenbosch,(5)51-100,Chemie
118474,base – homes for students GmbH,AT,1190,Wien,(3)11-25,Immobilien / Facility Management
44805,basilikum – soulfood,AT,6830,Rankweil,(2)3-10,Handel / Konsum
37265,Baukult ZT GmbH,AT,1150,Wien,(2)3-10,Baugewerbe / Architektur
44680,BAUMGARTNER & CO GMBH,AT,4553,Schlierbach,(4)26-50,Baugewerbe / Architektur
14893,Bausinger GmbH,DE,72479,Straßberg,(1)1-2,Dienstleistung
14696,Bayer und Hochdörffer GbR,DE,82380,Böbing-Grambach,(1)1-2,Beratung / Consulting
34938,be4energy GmbH,DE,12555,Berlin,(2)3-10,Energiewirtschaft
19776,Bean United GmbH,DE,82041,Oberhaching,(1)1-2,Handel / Konsum
135008,Bean United GmbH,DE,82041,Oberhaching,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
37753,Beat Stroo,CH,4312,Magden,(1)1-2,Beratung / Consulting
84520,"becker druck, F.W. Becker G,bH",DE,59821,Arnsberg,(4)26-50,Druck / Papier / Verpackung
92608,beckers bester GmbH,DE,37176,Nörten-Hardenberg,(6)101-250,Nahrungsmittel / Land / Forstwirtschaft
111951,Beethoven-Haus Bonn,DE,53111,Bonn,(3)11-25,Kunst / Kultur / Unterhaltung
14824,Berg Anne,DE,53227,Bonn,(1)1-2,Beratung / Consulting
85041,"Berglandkräuter aus Hessen, M. Rehs & U. Kern GbR",DE,36179,Bebra-Braunhausen,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
14746,BerlinBees Schüler*Innengenossenschaft,DE,10829,Berlin,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
104183,Bernd Hümmer (freiberufliche Tätigkeit) nicht in obigem Register,DE,90537,Feucht,(1)1-2,Beratung / Consulting
14667,Bernhard Oberrauch,IT,39100,Bozen,(1)1-2,Baugewerbe / Architektur
55121,Beschäftigungsförderung Göttingen (kAöR),DE,37073,Göttingen,(5)51-100,sonstiges
44685,BestPractice AG,CH,8500,Frauenfeld,(1)1-2,Beratung / Consulting
14894,BfG – Genossenschaft für Gemeinwohl,AT,1050,Wien,(3)11-25,Dienstleistung
14950,BfG Eigentümer/-innen- und Verwaltungsgenossenschaft eG,AT,1050,Wien,(3)11-25,Finanzen
22408,bhz Stuttgart e.V.,DE,70567,Stuttgart,(6)101-250,Gesundheitswesen / Soziales / Pflege
111948,Bibernelle Bio-Lieferdienst,DE,06846,Dessau,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
15520,Bichlbäck,AT,6342,Niederndorf,(3)11-25,Nahrungsmittel / Land / Forstwirtschaft
84571,Big Picture Consulting GmbH,DE,82152,Krailling,(1)1-2,Beratung / Consulting
41214,bio austria – Verein zur Förderung des Biologischen Landbaus,AT,1040,Wien,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
14825,Bio Hotel Bayerischer Wirt,DE,86167,Augsburg,(3)11-25,Tourismus / Hotel / Gastronomie
14826,Bio Hotel Eggensberger,DE,87629,Füssen – Hopfen am See,(4)26-50,Tourismus / Hotel / Gastronomie
64599,Bio Metzgerei Juffinger GmbH,AT,6335,Thiersee,(4)26-50,Nahrungsmittel / Land / Forstwirtschaft
127441,Bio-Landgut Fleisch EZG GmbH,DE,72108,Rottenburg am Neckar,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
38079,Bio-Marktgemeinschaft eG Stemmerhof,DE,81369,München,(3)11-25,Handel / Konsum
44687,BioBauernladen Kremstal GmbH,AT,4560,Kirchdorf an der Krems,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
133353,Biocaseificio Tomasoni,IT,25023,Gottolengo (BS),(2)3-10,Cibo / Agricoltura / Silvicoltura
92503,Biocosas,ES,08172,Sant Cugat del Vallés,(1)1-2,Otros
14721,Bioculture GmbH,DE,81541,München,(2)3-10,Marketing / Werbung / PR
30326,Biohof Lecker GbR,DE,83410,Laufen,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
82924,Biohof Lecker GbR,DE,83410,Laufen,(2)3-10,Handel / Konsum
44932,Biohof Reumann,AT,7042,Antau,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
30110,Biohotel Amadeus,DE,19053,Schwerin,(2)3-10,Tourismus / Hotel / Gastronomie
56311,Biohotel Bergkristall,AT,8971,Rohrmoos,(2)3-10,Tourismus / Hotel / Gastronomie
14987,BIOHOTEL KUNSTQUARTIER,DE,90547,Stein,(2)3-10,Tourismus / Hotel / Gastronomie
56307,Biohotel Rupertus GmbH & CoKG,AT,5771,Leogang,(3)11-25,Tourismus / Hotel / Gastronomie
14763,Biohotel Schiessentobel,AT,5164,Seeham,(2)3-10,Tourismus / Hotel / Gastronomie
56300,Biohotel Stillebach GmgH & CoKG,AT,6481,St. Leonhard,(2)3-10,Tourismus / Hotel / Gastronomie
30114,BioHotel und Gastronomie Burg Lenzen,DE,19309,Lenzen,(3)11-25,Tourismus / Hotel / Gastronomie
40894,biokaiser GmbH,DE,55252,Mainz-Kastel,(6)101-250,Nahrungsmittel / Land / Forstwirtschaft
85412,Bioladen Regenbogen Thomas Wälter,DE,59821,Arnsberg,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
40983,Bioland e.V.,DE,55116,Mainz,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
40985,Bioland Gärtnerei am Hainerbach Harro Colshorn,DE,83052,Bruckmühl,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
41043,Bioland Gärtnerei Hecker,DE,82140,Olching,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
40988,Bioland Lammertzhof – Fam. Hannen GbR,DE,41564,Kaarst,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
85214,Bioland Lammertzhof – Fam. Hannen GbR,DE,41564,Kaarst,(5)51-100,Nahrungsmittel / Land / Forstwirtschaft
44706,Biolandhof Josef Braun,DE,85354,Freising,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
14706,Biomarkt La Vida e.K.,DE,86919,Utting a.A.,(2)3-10,Handel / Konsum
14976,Biond GmbH,DE,34123,Kassel,(5)51-100,Dienstleistung
38663,Bioplan GbR Büro für Ökologie und Umweltplanung,DE,37671,Höxter,(3)11-25,Dienstleistung
92359,Bioproducts,ES,12540,Villareal,(8) Todas las tallas,Otros
92393,Biotremol,ES,03690,Sant Vicent del Raspeig,(8) Todas las tallas,Otros
14761,BioVitalHotel Sommerau,AT,5423,St. Koloman,(2)3-10,Tourismus / Hotel / Gastronomie
14937,bittar. worte & zeichen setzen,DE,10437,Berlin,(1)1-2,Dienstleistung
14938,BKK ProVita,DE,85232,Bergkirchen,(6)101-250,Gesundheitswesen / Soziales / Pflege
127384,Blackbit digital Commerce GmbH,DE,37079,Göttingen,(4)26-50,Marketing / Werbung / PR
87387,Blackroll AG,CH,8598,Bottighofen,(5)51-100,Gesundheitswesen / Soziales / Pflege
83986,Blank_Canvas,DE,83607,Holzkirchen,(1)1-2,Beratung / Consulting
14807,Blattfrisch GmbH,DE,20253,Hamburg,(2)3-10,Handel / Konsum
14765,Blattwerk Gartengestaltung GmbH,DE,70569,Stuttgart,(3)11-25,Baugewerbe / Architektur
19688,blp Geo Services GmbH,AT,4020,Linz,(3)11-25,Dienstleistung
124367,blueContec GmbH,DE,55127,Mainz,(1)1-2,Beratung / Consulting
90787,BMR Human Resources Interim Management,DE,70184,Stuttgart,(1)1-2,Personalwesen / Personalbeschaffung
14895,Bodan,DE,88662,Überlingen,(6)101-250,Handel / Konsum
44709,Bodengraf GmbH,AT,5322,Hof/Salzburg,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
135335,borisgloger consulting gmbh,DE,60327,Frankfurt am Main,(5)51-100,Beratung / Consulting
92469,Bornholm,DK,3760,Gudhjem,(1)1-2,Otros
62105,BOS Balance of Storage Systems,DE,89231,Neu-Ulm,(4)26-50,Elektro / Elektronik
36506,BOSSE WESTPHAL SCHÄFFER Architekten und Sachverständige PartGmbB,DE,21423,Winsen/Luhe,(2)3-10,Baugewerbe / Architektur
17821,Braucommune in Freistadt,AT,4240,Freistadt,(4)26-50,Nahrungsmittel / Land / Forstwirtschaft
25791,Brauerei Gutmann,DE,85135,Titting,(4)26-50,Nahrungsmittel / Land / Forstwirtschaft
122626,Brausen GbR,DE,09112,Chemnitz,(1)1-2,Handel / Konsum
56526,Breinlinger Ingenieure,DE,18532,Tuttlingen,(5)51-100,Baugewerbe / Architektur
27524,Brigitte Göltz – Training und Beratung,DE,88662,Überlingen,(1)1-2,Gesundheitswesen / Soziales / Pflege
90816,BRILLENkammer,DE,10245,Berlin,(2)3-10,Handwerk
34942,Brumaire Verlag,DE,10999,Berlin,(2)3-10,Medien
14896,BTE Tourismus- und Regionalberatung,DE,10289,Berlin,(3)11-25,Tourismus / Hotel / Gastronomie
14668,buch7.de GmbH,DE,86462,Langweid am Lech,(2)3-10,Handel / Konsum
14673,Buchbinderei Fuchs,AT,5760,Saalfelden,(3)11-25,Druck / Papier / Verpackung
115235,Bunte Burger GmbH,DE,50825,Köln,(3)11-25,Tourismus / Hotel / Gastronomie
90060,Bureau SoSo – Nachhaltiges Grafikdesign,DE,51067,Köln,(1)1-2,Marketing / Werbung / PR
20449,Bürger-Energie-Genossenschaft Neuburg-Schrobenhausen-Aichach-Eichstätt eG,DE,86529,Schrobehausen,(1)1-2,Energiewirtschaft
30106,BürgerEnergieGenossenschaft eG,DE,58300,Wetter (Ruhr),(2)3-10,Energiewirtschaft
20445,Bürgerenergiegenossenschaft im Landkreis Pfaffenhofen a. d. Ilm eG,DE,85276,Pfaffenhofen,(1)1-2,Energiewirtschaft
40874,BÜRGERSTIFTUNG PFALZ UND NATURHOTEL STIFTSGUT KEYSERMÜHLE,DE,76889,Klingenmünster,(2)3-10,Tourismus / Hotel / Gastronomie
36546,Büro für Erneuerbare Energie Ing. Leo Riebenbauer GmbH,AT,8243,Pinggau,(2)3-10,Energiewirtschaft
14911,Bürogemeinschaft Sehlbach,DE,10961,Berlin,(2)3-10,Gesundheitswesen / Soziales / Pflege
92379,Buscándome Las Habichuelas (BLH),ES,38206,La Laguna,(8) Todas las tallas,Otros
41064,Business School Lausanne,CH,1022,Chavannes,(4)26-50,Bildung / Universität / FH / Schulen
124365,Business-health,DE,13507,Berlin,(1)1-2,Beratung / Consulting
36749,Busse Franchise Kommunikation,DE,22453,Hamburg,(1)1-2,Beratung / Consulting
126586,CAES – Consorzio Assicurativo Etico Solidale,IT,20148,Milano,(2)3-10,Assicurazione
41321,Café Chrysander,DE,21029,Hamburg,(2)3-10,Sonstige Branchen
14775,Cafe Pausenraum,DE,79108,Freiburg,(1)1-2,Dienstleistung
40892,camera obscura GmbH,DE,10707,Berlin,(1)1-2,Medien
124487,camera obscura GmbH,DE,10707,Berlin,(2)3-10,Marketing / Werbung / PR
64668,Campus National,BE,2000,Antwerpen,(2)3-10,Education / University / FH / Schools
92511,Can Cet,ES,08918,Badalona,(1)1-2,Otros
14897,Cappel,AT,9991,Dölsach,(1)1-2,Beratung / Consulting
19285,Cappelletti + Bongiovanni Srl,IT,47013,Dovadola,(2)3-10,Handwerk
84326,Capri HotelbetriebsGmbH & Co KG,AT,1020,Wien,(3)11-25,Tourismus / Hotel / Gastronomie
36659,cardamom,AT,8160,Weiz,(2)3-10,Beratung / Consulting
57026,CariKids gGmbH,DE,50825,Köln,(5)51-100,Bildung / Universität / FH / Schulen
84555,Caritasverband Arnsberg-Sundern e.V.,DE,59821,Arnsberg,(7)>250,Gesundheitswesen / Soziales / Pflege
73439,Caritasverband für den Landkreis Emmendingen e.V.,DE,79312,Emmendingen,(6)101-250,Gesundheitswesen / Soziales / Pflege
118354,Caritasverband Köln,DE,50825,Köln,(9)1001-2500,Gesundheitswesen / Soziales / Pflege
87407,Caritasverband Paderborn e.V.,DE,33098,Paderborn,(7)>250,Gesundheitswesen / Soziales / Pflege
90809,Carry Products GmbH,DE,10777,Berlin,(2)3-10,Handel / Konsum
14759,castello – Wohlfühlhotel in Königsleiten,AT,5742,Wald im Pinzgau,(2)3-10,Tourismus / Hotel / Gastronomie
14828,"Catucho GbR (Ulrike &Laura Eckhardt), Rösterei",DE,27333,Bücken,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
14829,CCC Druck und Medien GmbH,DE,48147,Münster,(3)11-25,Internet / Multimedia
92525,Centro de psicología y Coaching Valencia S.L.,ES,46183,L’Eliana,(1)1-2,Otros
117424,Centro Papa Giovanni XXIII Soc. Cooperativa Soc,IT,60131,Ancona,(4)26-50,Assistenza sanitaria / Servizi sociali / Infermieristica
117428,Cha Maria Srl Società Benefit,IT,10020,Lauriano TO,(4)26-50,Assistenza sanitaria / Servizi sociali / Infermieristica
24834,Chemical Check GmbH,DE,32839,Steinheim,(4)26-50,Dienstleistung
92387,Chocolates Artesanos Isabel,ES,44550,Alcorisa,(8) Todas las tallas,Otros
14929,Christian Felber,AT,1070,Wien,(2)3-10,sonstiges
14898,Christian Jensen Kolleg,DE,25821,Breklum,(4)26-50,Bildung / Universität / FH / Schulen
90051,Christian Jensen Kolleg gemeinnützige GmbH Breklum,DE,25821,Breklum,(3)11-25,Bildung / Universität / FH / Schulen
133954,Christian Rüther e.U.,AT,1070,Wien,(8) alle Größen,Beratung / Consulting
124336,Christine Ehlers-werterleben,DE,10555,Berlin,(1)1-2,Beratung / Consulting
14783,"Christof Bader KG – Fliesen, Kachelöfen, Natursteine",AT,5640,Bad Gastein,(2)3-10,Baugewerbe / Architektur
37751,Christoph Spahn,DE,76332,Bad Herrenalb,(1)1-2,Beratung / Consulting
14766,"cibaria GmbH, ökologisch-biologische Vollkornbäckerei",DE,48155,Münster,(4)26-50,Handwerk
92343,Circuitos Aljarafe,ES,41960,Gines,(8) Todas las tallas,Otros
59060,Claudia Schleicher | Engagement & Change,DE,40627,Düsseldorf,(1)1-2,Beratung / Consulting
92437,Club de Fútbol Popular Orihuela Deportiva,ES,03300,Orihuela,(8) Todas las tallas,Otros
14816,CMP Competent Management Partners AG,CH,6333,Hünenberg See,(1)1-2,Beratung / Consulting
34187,Coaching Zahn,DE,83301,Traunreut,(1)1-2,Dienstleistung
30127,Condrobs e.V.,DE,81673,München,(7)>250,Gesundheitswesen / Soziales / Pflege
14989,confideon Unternehmensberatung GmbH,DE,10823,Berlin,(3)11-25,Beratung / Consulting
93959,ConPlusUltra GmbH,AT,3100,St. Pölten,(4)26-50,Beratung / Consulting
14769,conSalis e.Gen.,AT,5020,Salzburg,(2)3-10,Beratung / Consulting
14738,Contecta immobilienvewwaltung GmbH,DE,86156,Augsburg,(3)11-25,Immobilien / Facility Management
84610,Content5 AG,DE,81541,München,(3)11-25,Beratung / Consulting
14931,CONTIGO Fairtrade GmbH,DE,37079,Göttingen,(6)101-250,Handel / Konsum
36656,Cornelia Burth,DE,23056,Hamburg,(1)1-2,Beratung / Consulting
44720,Corona Bürotechnik GmbH,DE,12681,Berlin,(2)3-10,Elektro / Elektronik
30962,corsus corporate sustainability GmbH,DE,22765,Hamburg,(2)3-10,Beratung / Consulting
153840,corsus corporate sustainability GmbH,DE,20459,Hamburg,(10)2501-5000,Beratung / Consulting
14669,"Cosyma, EPU",DE,70599,Stuttgart,(1)1-2,Beratung / Consulting
92403,Coworking Nomad,ES,38002,Santa Cruz de Tenerife,(8) Todas las tallas,Otros
62168,cramer & müller service GmbH & Co. KG / cramer müller & partner consulting PartG,DE,60323,Frankfurt am Main,(2)3-10,Beratung / Consulting
92409,CREARQCIO COOP. V,ES,46008,Valencia,(8) Todas las tallas,Otros
44713,Createur de Interieur – Ing. Christian Supola,AT,7022,Schattendorf,(1)1-2,Handwerk
45149,CRM – Coastal Research & Management,DE,24159,Kiel,(2)3-10,sonstiges
104639,CrossmarX,NL,1001 GD,Amsterdam,(2)3-10,Telecommunication
92419,Crowd Spain S.L,ES,38002,Santa Cruz de Tenerife,(8) Todas las tallas,Otros
40169,Ctn Consulting,AT,6130,Schwaz,(1)1-2,Beratung / Consulting
92363,Cuinatur,ES,12005,Castellón de la Plana,(8) Todas las tallas,Otros
14670,Culumnatura,AT,2115,Ernstbrunn,(3)11-25,sonstiges
14830,"Czeczatka, Werner & Partner Steuerberatungsgesellschaft",DE,35108,Allendorf/Eder,(4)26-50,Steuerberatung / Wirtschaftsprüfung
35297,D-QuESTioN,DE,16818,Walsleben,,Bildung / Universität / FH / Schulen
93961,da-ka hausbetreuungs GmbH,AT,1220,Wien,(5)51-100,Immobilien / Facility Management
140348,Dachstiftung Diakonie,DE,38518,Gifhorn,(10)2501-5000,Gesundheitswesen / Soziales / Pflege
127566,Dalitz Immobilien GmbH,DE,53332,Bornheim,(1)1-2,Immobilien / Facility Management
104216,Das Diakonische Werk der Evangelischen Landeskirche in Baden e.V.,DE,76137,Karlsruhe,(6)101-250,Gesundheitswesen / Soziales / Pflege
130169,Das Gemüseabo Max Apfelbacher,DE,53332,Bornheim,(4)26-50,Handel / Konsum
101888,DAS HELDEN ATELIER,DE,86504,Merching,(1)1-2,Beratung / Consulting
45146,DAS ZENTRUM – Marietta Sonja Keller,CH,3048,Worblaufen,(1)1-2,Beratung / Consulting
102906,Datenschutzberatung Janthur GmbH,DE,73728,Esslingen,(2)3-10,Dienstleistung
62109,Datracon,DE,70599,Stuttgart,(1)1-2,Beratung / Consulting
64666,de Koer,BE,9000,Gent,(2)3-10,Art / Culture / Entertainment
44715,De Öko Melkburen GmbH,DE,24632,Lentföhrden,(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
47814,Degree Clothing GmbH,DE,86511,Schmiechen,(2)3-10,Handel / Konsum
92501,Delibera,ES,08001,Barcelona,(1)1-2,Otros
14900,Der Fährmann Bestattung und Trauerrituale Bernhard Schöpfer OG,AT,6410,Telfs,(2)3-10,sonstiges
38694,DER HOLZHOF GmbH  Kunze,AT,74582,Gerabronn-Dünsbach,(2)3-10,Handwerk
40994,"Der Service Gaertner Gärtnermeister, Reinhard Sperr",AT,4894,Oberhofen,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
44722,DESIGNKRAFT Werbeagentur,AT,5026,Salzburg,(1)1-2,Marketing / Werbung / PR
98840,Destination Wattens Regionalentwicklung GmbH,AT,6112,Wattens,(3)11-25,Sonstige Branchen
55125,Deutsches Theater in Göttingen GmbH,DE,37073,Göttingen,(6)101-250,Kunst / Kultur / Unterhaltung
47812,deVega Medien GmbH,DE,86165,Augsburg,(4)26-50,Druck / Papier / Verpackung
36827,DI Elke Szalai Planung&Vielfalt,AT,2700,Wiener Neustadt,(1)1-2,Beratung / Consulting
36533,DI Siegfried Lerchbaumer,AT,6700,Bludenz,(1)1-2,Baugewerbe / Architektur
14740,Diabetes und Stoffwechselpraxis Wetter,DE,58300,Wetter (Ruhr),(2)3-10,Gesundheitswesen / Soziales / Pflege
75496,Diakonie Düsseldorf e.V.,DE,40233,Düsseldorf,(7)>250,sonstiges
123176,Diakonie Hasenbergl e. V.,DE,80933,München,(8)501-1000,Gesundheitswesen / Soziales / Pflege
14954,Diakonie Herzogsägmühle,DE,86971,Peiting,(7)250-,Gesundheitswesen / Soziales / Pflege
46983,Diakonieverbund Schweicheln e.V.,DE,32120,Hiddenhausen,(3)11-25,sonstiges
132138,Die AboKiste – Werkhof Service GmbH,DE,44319,Dortmund,(4)26-50,Handel / Konsum
139906,Die Autoschmiede Ringsberg GmbH,DE,24977,Ringsberg,(3)11-25,Handwerk
52579,Die Bremer Stadtreinigung,DE,28217,Bremen,(6)101-250,Abfallentsorgung
14831,die Fleckenbühler Hof Fleckenbühl gGmbH,DE,35091,Cölbe,(3)11-25,Gesundheitswesen / Soziales / Pflege
44765,DIE GRÜNEN – GRÜNE ALTERNATIVE TIROL,AT,6020,Innsbruck,(4)26-50,sonstiges
44741,Die Grünen im Salzburger Landtag,AT,5010,Salzburg,(2)3-10,sonstiges
44724,Die Grünen Salzburg,AT,5020,Salzburg,(2)3-10,sonstiges
99165,Die Mitmachzentrale e.V.,DE,70839,Gerlingen,(1)1-2,Vereine
55987,Die Praxis – Maya Heinrichmeier,DE,86911,Dießen am Ammersee,(1)1-2,Gesundheitswesen / Soziales / Pflege
14762,Die Seitenalm,AT,5550,Radstadt,(4)26-50,Tourismus / Hotel / Gastronomie
44749,Die Wohnwerkstatt GmbH – Massivholz – Tischlerei Schallmooser,AT,5020,Salzburg,(2)3-10,Handwerk
14832,Dietzinger+Partner,DE,83454,Anger,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
14899,Dinkelbeck,DE,89269,Vöhringen,(2)3-10,Nahrungsmittel / Land / Forstwirtschaft
22084,Diözese St. Pölten – Jugendhaus Schacherhof,AT,3353,Seitenstetten,(2)3-10,sonstiges
145526,Dipl.-Ing. H. Bendl GmbH & Co. KG,DE,89312,Günzburg,(6)101-250,Baugewerbe / Architektur
14866,Dirk Posse,DE,35039,Marburg,(1)1-2,Beratung / Consulting
53775,DLG – Gemeinnützige Dienstleistungsgesellschaft der Re-gion Weiz G.m.b.H.,AT,8160,Weiz,(4)26-50,Gesundheitswesen / Soziales / Pflege
64601,Dödlinger Touristik GmbH,AT,6391,Fieberbrunn,(3)11-25,Verkehr / Transport / Logistik
14814,Dorfelektriker Mittelberger GmbH,AT,6840,Götzis,(5)51-100,Elektro / Elektronik
14833,Dorfladen Häger e.V.,DE,33824,Werther (Westfalen),(1)1-2,Nahrungsmittel / Land / Forstwirtschaft
14744,Dornbirner Sparkasse Bank AG,AT,6850,Dornbirn,(7)250-,Finanzen
14704,Doro Heckelsmüller,DE,86899,Landsberg am Lech,(1)1-2,sonstiges
22580,doubleSlash Net-Business GmbH,DE,88046,Friedrichshafen,(6)101-250,EDV / IT
30047,Dr. Alois Mair,AT,5202,Neumarkt am Wallersee,(1)1-2,Gesundheitswesen / Soziales / Pflege
91596,Dr. Arthur Pelchen,DE,12157,Berlin,(1)1-2,Beratung / Consulting
90581,Dr. Dr. Behrens Beratung Coaching Training,DE,70199,Stuttgart,(1)1-2,Beratung / Consulting
14974,Dr. Gabriele Mönicke,DE,34134,Kassel,(1)1-2,Dienstleistung
41078,Dr. Hingerl & Partner,DE,85356,München,(2)3-10,Beratung / Consulting
24528,Dr. Langniß Energie & Analyse,DE,70176,Stuttgart,(2)3-10,Beratung / Consulting
37267,Dr. Norbert Wißgott,AT,3910,Zwettl,(1)1-2,Gesundheitswesen / Soziales / Pflege
38150,Dr. Susanne Schmall,DE,37083,Göttingen,(1)1-2,Beratung / Consulting
14988,DR. ULRICH WIEK Training & Coaching,DE,69121,Heidelberg,(1)1-2,Beratung / Consulting
129564,Drachenstube,DE,85560,Ebersberg,(1)1-2,Handel / Konsum
35676,Dreimäderlhaus,DE,87629,Füssen-Weissensee,(2)3-10,Tourismus / Hotel / Gastronomie
28513,DROSG-PLÖCKINGER & PLÖCKINGER OG,AT,1140,Wien,,
44751,Druckerei Nienstedt GmbH,DE,22145,Hamburg,(2)3-10,Druck / Papier / Verpackung
14671,Druckerei Zollenspieker,DE,21073,Hamburg,(2)3-10,Druck / Papier / Verpackung
38094,dwp eG Fairhandelsgenossenschaft Ravensburg,DE,88212,Ravensburg,(3)11-25,Handel / Konsum
