id,organization,locations_id,employees_id,sectors_id
92425,Guia Natura Eco Tourism,845,\N,26.0
14933,Gunz Warenhandels GmbH,129,5.0,38.0
14839,Gut Sonnenhausen GmbH & Co. KG,686,4.0,37.0
22388,Gute Frücht,100,1.0,25.0
29154,Gute Leute Beratung Brigitte Jacobs-Hombeuel,483,1.0,7.0
42107,GWÖ – Gemeinwohl-Ökonomie GmbH,6,1.0,7.0
45874,GWÖ Schweiz,188,1.0,26.0
14840,h+m Garten und Landschaft,657,2.0,25.0
14745,HABICHT+PARTNER,448,1.0,28.0
36525,hamburger immobilienberater Regine Rega-Lindner und Stefan Wendt-Reese GbR,297,2.0,6.0
23161,Hans Meyer,240,1.0,30.0
14812,Hans Stockmar GmbH & Co.KG,321,4.0,26.0
87524,hansekonzept Dirk Rosenstock,315,1.0,7.0
86947,Hara Do | Institut für Wachstum UG,478,1.0,7.0
14947,Harald Thurner,87,1.0,7.0
118847,"Haus Dschulnigg, Annemarie Kerrer",88,1.0,37.0
77329,Haus Luise,729,1.0,37.0
22385,Haus of Commons,92,1.0,30.0
139403,Haustechnik Hofer GmbH,672,3.0,8.0
35298,"Hauswirtschaftliches Service-Team GmbH, Baiersdorf",765,\N,33.0
52862,Havelmi eG,271,1.0,25.0
35300,HBplus Dinkelscherben GmbH Steuerberatungsgesellschaft,697,\N,14.0
32995,Headgate,122,1.0,7.0
41060,Heckel Engineering & Projektdienstleistungen neu,776,3.0,20.0
73618,HeimatERBE GmbH,446,2.0,25.0
30091,Heinrich Michael Wansch,68,2.0,8.0
14695,Heinz Ziegenbein GmbH & Co. KG,569,2.0,36.0
92349,HELIA Cooperativa Valenciana,864,\N,26.0
14902,Helmut Kähler,345,1.0,7.0
132143,Help2007 Dortmund UG (haftungsbeschränkt),440,3.0,33.0
14768,Henriette Stadthotel,2,4.0,37.0
14732,Herzstück Horgau eG i.G.,699,2.0,38.0
124805,Hiestermann & Frömchen GmbH,398,2.0,21.0
113802,Hitzacker/Dorf eG,349,1.0,30.0
30149,HNO Praxis Dr. Ioannis Charalampakis,669,2.0,27.0
14923,Hobbyhimmel,544,2.0,2.0
41070,Hochschule Bremen,338,3.0,10.0
112863,Hof am Weiher AG und Öko- Marktgemeinschaft Saar-Pfalz-Hunsrück GmbH,524,4.0,25.0
97748,Hofbauernhof Laden GbR,561,3.0,38.0
51046,Hoffnungszeichen | Sign of Hope e.V.,585,3.0,33.0
40822,Hofgut Eichigt GmbH,204,6.0,25.0
98748,Hofmann & Drews GbR,278,1.0,37.0
36877,Holger Stützle IT- & Organisationsberatung,302,1.0,7.0
36728,Höller Seminare,158,1.0,7.0
24898,Holzer Bus GmbH,895,3.0,39.0
119258,Holzmanufaktur Rottweil GmbH,587,5.0,8.0
36730,homann colormanagement,215,1.0,7.0
14992,Horst Haas Prototypen,708,2.0,17.0
92355,Horta de Rajolar,817,\N,26.0
84783,Hotel & Restaurant Menge,507,2.0,37.0
40871,Hotel Balance,174,2.0,37.0
14841,"Hotel Garmischer Hof, Seiwald-von Thurn GmbH",643,4.0,37.0
56298,Hotel Grafenast GmbH,99,2.0,37.0
30317,Hotel Gutshaus Stellshagen,319,5.0,37.0
143250,Hotel Kothmühle GmbH,37,4.0,37.0
56302,Hotel Leutascherhof – Wandl OHG,96,3.0,37.0
52985,Hotel Melanie GmbH,64,2.0,37.0
126575,Hotel Olympic Srl SB,891,3.0,37.0
56309,Hotel Steineggerhof Resch Kurt & CoKG,902,3.0,37.0
14985,Hotel Villa Orange,508,3.0,37.0
92367,Hotel Voramar,818,\N,26.0
52990,Hotel zur Post GmbH,62,2.0,37.0
131825,Hotel-Restaurant Adler e.K.,721,4.0,37.0
14723,hpkj | heilpädagogisch-psychotherapeutische Kinder- und Jugendhilfe e.V.,610,6.0,16.0
101128,HPP,109,2.0,38.0
51682,HR Pioneers GmbH,468,3.0,7.0
14656,Humanistic Management Practices – HMP Gerd Hofielen,264,1.0,7.0
14748,Husumer Horizonte,328,5.0,16.0
124183,Husumer Horizonte,328,6.0,16.0
135365,Huth Metallbau GmbH & Co. KG,342,4.0,8.0
88846,i+m Naturkosmetik Berlin GmbH,216,3.0,38.0
80269,IB Bernsteinzimmer Immobilienverwaltung GmbH,254,1.0,30.0
14959,IBB Ingenieurbüro Bernstetter,665,1.0,7.0
44781,IBOR AG CNC-Zerspanung,180,3.0,17.0
62113,ICF Germany Charter Chapter e.V,631,2.0,7.0
101568,iCONDU GmbH,675,2.0,7.0
157602,IDFS Sp. z o.o.,923,2.0,9.0
33281,IFSM,792,2.0,7.0
35299,IFUB GmbH,601,\N,6.0
19536,Ilse Lang,148,1.0,7.0
135374,Im-jaich oHG,343,6.0,37.0
92497,Imanol Medrano de Azpeitia,823,1.0,26.0
80677,Imdahl-Institut,587,1.0,7.0
44783,Impact Hub Munich GmbH,617,2.0,26.0
92435,IMPRESUM GRAFICAS LITOLEMA S.L.,851,\N,26.0
61933,IMPROVE-Bildung mit Zukunft,16,1.0,10.0
50336,IMPULSGEBEREI,667,1.0,7.0
140188,IMPULSGEBEREI,667,1.0,7.0
126541,Indaco Team,870,2.0,7.0
14796,INFO GmbH,399,2.0,7.0
92347,INFORATGE S.C,863,\N,26.0
19540,Ing. Robert Graf Unternehmensberatung,17,1.0,7.0
14767,Ing. Robert Thoma G.m.b.H.,79,1.0,6.0
14743,Ingenieurbüro für Bautechnik,498,1.0,6.0
131829,Ingenieurbüro Mayer AG,730,6.0,6.0
36865,Ingenieurbüro Schlagmann,425,1.0,7.0
92411,Iniciativas industriales de Tenerife Siglo XXI S.l,841,\N,26.0
82684,innovia gem GmbH,92,4.0,16.0
33004,inoio gmbh,288,3.0,9.0
83223,Institut für Nachhaltigkeit – Institute for Sustainability,751,1.0,7.0
36733,Institut für Zukunftskompetenzen e.U.,162,1.0,7.0
92483,Institut Provençana,809,1.0,26.0
14739,Integra e.V.,498,5.0,2.0
160753,integrate-it Netzwerke GmbH,255,4.0,9.0
44785,Intercoiffeur Erich,153,2.0,8.0
129566,Interfacewerk GmbH,768,3.0,9.0
36906,interlink marketing e. U. Anna Oladejo,16,1.0,7.0
76896,International School Augsburg -ISA- gAG,688,5.0,10.0
29821,Irene Müller,916,1.0,6.0
133344,IRIS Soc. Coop. Agricola,879,2.0,25.0
92433,ISABA PROJETS S.A.,861,\N,26.0
32425,Ivo Knoll,161,1.0,33.0
78324,JanKoTec – Zukunft. Nachhaltig. Gestalten.,203,1.0,7.0
14657,Jaritz- Welten verbinden,160,1.0,7.0
36736,JELINEK AKADEMIE e.U.,22,1.0,7.0
44816,Jochen Lindenfeld Agentur für Kommunikation,512,1.0,7.0
14705,Jochen Siebel,705,1.0,7.0
14903,Johanna Paul,256,1.0,7.0
153644,Johannesstift Diakonie Jugendhilfe gGmbH,260,7.0,16.0
14843,Jonathan Seminarhotel,655,3.0,37.0
50759,Josef Sigl e.U.,70,4.0,38.0
14948,Judith Gunkel Unternehmensberatung,305,1.0,33.0
32984,Judith Landes Training – Beratung – Mediation,649,1.0,7.0
14658,Jürgen Linsenmaier,570,1.0,7.0
36536,JUSTUS MATTHIAS – ARCHITEKTEN,261,1.0,6.0
30144,Juwelier Ernst-Walter Poser,427,2.0,38.0
44787,K.u.F. Drack GmbH & Co KG,55,4.0,8.0
65212,K2 Engineering GmbH,418,5.0,7.0
36746,KAIROS – WIRKUNGSFORSCHUNG & ENTWICKLUNG GEMEINNÜTZIGE GMBH,135,2.0,7.0
35274,Kaiser & Kühne Freizeitgeräte GmbH,334,5.0,26.0
40219,Kaiser Haus GmbH & Co. KG,415,2.0,6.0
14760,Kaiserhof Anif  Hotel-Restaurant-Bar,65,3.0,37.0
92505,Kaleidos,821,1.0,26.0
29726,Kaltenegger & Partner Architekten ZT GmbH,151,2.0,6.0
65752,Kanzlei Besser Steuerberatungsgesellschaft mbH,245,2.0,14.0
36527,KARDEA GmbH,142,1.0,6.0
14808,Karl Siegel Produktions GmbH & Co. KG,300,4.0,17.0
14659,Karla Schimmel,171,1.0,7.0
25482,KarmaKonsum Christoph Harrach,369,1.0,7.0
36951,Karsten Geisler,467,1.0,23.0
41051,Kartoffelkombinat – der Verein e.V.,614,3.0,25.0
101564,Katharina Fiedler,676,1.0,33.0
14844,KBW Katholisches Kreisbildungswerk,651,2.0,16.0
80325,Kenneth Alexander Grodotzki,445,1.0,7.0
83226,Kieferorthopädie Löwenzahn,785,2.0,16.0
131839,Kiehne GmbH & Co KG,720,3.0,37.0
14941,Kiezbett GbR,211,1.0,38.0
46711,Kinder lernen Leben gGmbH,251,6.0,10.0
41207,Kirchner Konstruktionen GmbH,738,6.0,3.0
14752,kiss the inuit,462,2.0,36.0
112044,Kissing und Team GmbH & CO KG,501,3.0,38.0
44856,klasse idee gGmbH,359,2.0,37.0
110308,Klaus Stuckert GmbH und Co. KG,354,2.0,8.0
38607,Kleeschulte Erden GmbH & Co. KG,505,4.0,25.0
38107,KLEIDERgrün,124,2.0,38.0
14964,kleindienst outdoor-assisted-development,42,1.0,7.0
14854,Kleinwechter & Bröker GmbH,457,3.0,8.0
14967,klien + team Holistische Organisationsberatung,75,1.0,7.0
41522,Klima Kontor – Planung und Beratung GmbH,311,2.0,33.0
135372,Klimahaus Betriebsgesellschaft mbH,343,6.0,37.0
152353,Klinglwirt,625,2.0,37.0
56534,Kloster Kirchberg – Berneuchener Verein,560,4.0,10.0
36912,KLUFAMILY Familie & Beruf Management GmbH,2,1.0,7.0
14855,"Knakruegge, Lutz",597,1.0,7.0
44803,KOCHUNDSIMON GbR,583,1.0,7.0
83190,Kollar GmbH,34,4.0,8.0
118513,KölnBäder GmbH,464,7.0,34.0
36753,Koloo Projects,1,1.0,7.0
55127,Kommunale Dienste Göttingen (KDG) kAöR,404,5.0,26.0
14660,Kortz Konfliktspezialisten,273,1.0,7.0
39616,Krämerei am Markt,494,2.0,38.0
82407,KREUZER Medien GmbH,198,2.0,23.0
106077,Križevci Entrepreneurship Center,869,2.0,7.0
33611,kuhs architekten,589,2.0,6.0
18100,Kulturquartier Münster GmbH,455,2.0,1.0
14784,Kulturverein Schloss Goldegg,83,2.0,1.0
131833,Kurbetriebe Oberstdorf,723,4.0,37.0
14945,Kurt Egger – eku-konstruktiv,72,1.0,7.0
14921,KV&P Unternehmensberatung,344,2.0,14.0
14661,La Perla,898,5.0,37.0
92445,La Urdimbre,846,\N,26.0
153690,LABORATORIO ECOTECH S.R.L.,928,3.0,17.0
89051,Lafim-Diakonie a.V.,265,12.0,16.0
92353,Lago Becu SL,802,\N,26.0
62102,lahaye tiedemann gestalten GbR,742,1.0,22.0
14793,"Landesverband Amateurtheater Baden-Württemberg e.V.,",540,2.0,1.0
14662,Landgut Stober Kontor GmbH & Co. Betriebs KG,269,5.0,37.0
33279,Landimmobilien,599,1.0,30.0
25485,Landkreis Marburg-Biedenkopf / Eigenbetrieb Jugend- und Kulturförderung,393,2.0,29.0
78890,lands,449,1.0,33.0
44809,LANG HOLZWÄRME GMBH,139,2.0,8.0
14756,Laube sozial-psychiatrische Aktivitäten GmbH,77,6.0,16.0
24522,LEBARTE  Johannes Falch,124,2.0,8.0
36531,LebensArt  GbR,682,2.0,6.0
25428,Lebenshilfe Brakel gGmbH,371,6.0,26.0
82906,Lebenshilfe Ostallgäu-Kaufbeuren e.V.,724,12.0,16.0
19870,Lebenshilfe Tirol gem. GmbH,92,12.0,16.0
30357,Lebensraum Holz GmbH,646,2.0,6.0
79094,Lebuco e.U.,46,1.0,7.0
52981,Lederer Boutique Hotel,85,2.0,37.0
129847,LEDtec GmbH,374,3.0,11.0
112820,Lehm-Laden GmbH & Co. KG,349,2.0,38.0
20244,Lekido,893,1.0,16.0
14857,Lenz Consulting,126,1.0,7.0
117420,Leotron Srl Società Benefit,887,3.0,38.0
36799,LernSINN erlebBAR e.V.,270,1.0,7.0
14755,"LEWANDOWSKI Beratung, Analyse, Entwicklung",463,1.0,7.0
127545,LichteGeschichte,198,1.0,22.0
14978,Lichtenborner Kräuteer,411,1.0,25.0
14733,liesLotte MEDIEN VERLAG,694,2.0,23.0
14788,Lilly Deutschland GmbH,514,12.0,27.0
141375,Lilly Deutschland GmbH,514,8.0,16.0
92515,Limonium Canarias SL,830,1.0,26.0
22837,Lindig Coaching-Wachstum-Integraton,477,1.0,7.0
51855,Liot Kunststofftechnik,166,3.0,8.0
92487,LMC,854,1.0,26.0
93873,Lotta Karotta Bio-Lieferservice OHG,409,4.0,25.0
23252,Luisenburg Festspiele,783,4.0,1.0
19686,Lux Bau GmbH,33,6.0,6.0
36803,LWP Institut Hannover,358,1.0,7.0
92429,Mª Jesús Pérez Domínguez,834,\N,26.0
14858,Maas Naturwaren GmbH,378,6.0,36.0
19279,Macrolibrarsi di Golden Books S.r.l.,906,5.0,38.0
36805,Mae Terra – Seminare Anne Tscharmann & Robert Pilak,138,1.0,7.0
104921,Mag. Daniela Christine Schwaiger,77,1.0,7.0
45837,Mag. Dr. Martin Sturmer,67,1.0,22.0
22392,Mag. Michael Zitterl,94,1.0,7.0
35301,MAG. VERENA FLORIAN,2,\N,7.0
19538,Maga Ulli Fejer,149,1.0,7.0
156929,MAJORMAJOR Design Co. Schönbörner – Beerwart Gbr,543,1.0,22.0
44823,MAKAvA delighted GmbH,146,2.0,25.0
14859,Malerei Wülser und Partner GmbH,189,3.0,8.0
44825,Malermeister Andree Antosch,313,3.0,8.0
30355,Malteser Hilfsdienst gemeinnützige GmbH,651,5.0,16.0
14860,Malzfabrik,240,3.0,1.0
14905,Manfred Jotter – Besser Wirtschaften,288,1.0,7.0
28515,Manfred Kofranek,10,\N,\N
44827,MaranVEGAN GmbH,6,2.0,38.0
40996,Margit  und Josef Mayr-Lamm,52,2.0,25.0
37705,Maria Henkys ShopConsult-NRW,422,1.0,7.0
64670,Maria-Elisabeth Belpaire,168,1.0,26.0
150760,Marianne Voit Coaching-Training-Supervision,704,1.0,7.0
30151,Marianne Voit-Lipowsky,704,1.0,7.0
92459,Marketeasing,808,1.0,26.0
27489,Märkisches Landbrot GmbH,238,4.0,8.0
85360,Markt5- Der regionale Concept Store,506,1.0,38.0
24844,Markthalle Betriebsgesellschaft mbH,283,4.0,38.0
32323,Markus Hölzl,630,1.0,7.0
14861,Marmed GmbH,395,3.0,27.0
124369,Maßstab Diamant GmbH,365,4.0,22.0
14764,Mathias Winkler – Nachhaltige Finanzlösungen,622,1.0,13.0
14735,Mathis Spenglerei GmbH,130,3.0,8.0
14747,Matthias Brunk,482,1.0,7.0
35669,Mattlihaus KG,722,3.0,37.0
139399,media4nature GmbH,754,1.0,22.0
48622,Medus des Andreas Gögele & Co. KG,894,3.0,28.0
80060,"MehrWert GmbH für Finanzberatung und Vermittlung, Bamberg",784,2.0,13.0
55101,mehrWerte Unternehmensentwicklung,11,1.0,7.0
44832,Meierei Horst eG,326,3.0,25.0
14803,Mein Grundeinkommen e.V. (gemeinnützig),237,3.0,16.0
14862,Mein Kindskopf UG,653,1.0,16.0
35292,"Meister Küfner Nusseckenmanufaktur, Nürnberg",759,\N,8.0
45835,Meisterfloristik Oberndorf,67,2.0,8.0
14817,Melchinger Systemhaus UG (haftungsbeschränkt),552,1.0,7.0
24896,Mellauner S.r.l.,900,2.0,39.0
92465,Mellowmove,924,1.0,26.0
36811,mentalenz Corinna Lütsch & Carsten Schaeffer GbR,308,1.0,7.0
82677,Meraner Weinhaus – PUR Südtirol,893,5.0,38.0
44845,Mercacultura GmbH,152,2.0,38.0
29734,Metzler Käse – Molke GmbH,134,3.0,25.0
14790,mg: mannheimer gründungszentren gmbh,527,4.0,30.0
14798,Michael Selig – Berater für Organisation und Transformation,574,1.0,7.0
37755,Michael Vongerichten,263,1.0,7.0
37758,Michael Weiss,150,1.0,7.0
143252,Michael Winkler,24,2.0,8.0
147396,Michaelshof Hepsisau,568,4.0,16.0
14961,Mick Petersmann,287,1.0,7.0
22381,mICU-Alps GmbH,93,2.0,16.0
80072,"MINOVA Information Services GmbH, Würzburg",787,3.0,9.0
48630,MITTELBERGER & CO OHG,903,3.0,8.0
14809,Mobility Center GmbH,199,3.0,39.0
14725,MobilSpiel e.V.,618,4.0,10.0
15588,"Möckernkiez Genossenschaft für selbstverwaltetes, soziales und ökologisches Wohnen eG",229,2.0,30.0
14995,Mode & Sport Moreau GesmbH,85,3.0,38.0
14940,Moin Bio Backwaren GmbH,325,4.0,8.0
75629,mondo buchhandlung,379,1.0,38.0
30038,Monika Riedl Christallmanufaktur,75,2.0,1.0
14963,monomeer. Alles ohne Plastik,585,1.0,38.0
44182,Monteverde Cooperativa Sociale di Solidarietà – Onlus,883,4.0,16.0
133262,Monteverde Cooperativa Sociale di Solidarietà – Onlus,883,4.0,16.0
74013,Müller & Mooseder Unternehmensberatung,678,1.0,7.0
14663,Müller Bau GmbH & Co KG,130,4.0,6.0
14736,MÜLLER Ofenbau Bertram u. Harald Müller GesnbR,121,2.0,8.0
78430,müller ofenbau gmbh,121,2.0,8.0
14864,"Müller, Horst",627,1.0,7.0
33857,München kocht!,605,1.0,33.0
30299,Münchner Aids- Hilfe e.V.,604,4.0,16.0
46973,Münsterland gGmbH,458,3.0,10.0
56536,Mutpol – Diakonische Jugendhilfe Tuttlingen,586,12.0,16.0
84899,MYCB1 Group B.V.,913,2.0,27.0
143254,myssion consulting gmbh,3,2.0,7.0
36608,"N-Motion, Röhrle & Henle Partnerschaftsgesellschaft",742,1.0,7.0
14955,n.e.s.t. Bauprojektierung und Vermietung AG,555,1.0,6.0
14810,Nack Büroeinrichtungen GmbH,301,2.0,38.0
36813,Nagl-Pölzer Consulting,25,1.0,7.0
92399,Natura cultura y servicios ambientales S.L.,866,\N,26.0
132141,Naturbackstube Kreis e.K.,436,2.0,8.0
14993,naturblau+++ Die Werteagentur,582,2.0,22.0
35302,nature and progress,598,\N,7.0
35652,Naturerlebniszentrum Allgäu,720,1.0,10.0
44949,Naturgarten Schönegge Schönegge GmbH,683,2.0,25.0
92832,Naturkost Elkershausen GmbH,405,6.0,38.0
24848,Naturkost Nord Großhandelsgesellschaft mbH,298,5.0,38.0
14979,Naturkost Querbeet,385,2.0,38.0
14865,natürlich unverpackt,450,1.0,25.0
82913,Naturpark Nagelfluhkette e.V.,719,2.0,26.0
56313,Naturresort Gerbehof,733,2.0,37.0
140204,NAUST HUNECKE und Partner CPA mbH,499,5.0,7.0
14712,"NAVISANA eG, seit 2019 GbR",470,2.0,16.0
21570,Nell-Breuning-Haus,480,4.0,10.0
14771,Nellie Nashorn Soziokultur gGmbH,597,2.0,1.0
84749,NEST Architekten GbR,626,2.0,6.0
38110,Nets.werk Steyr – Nachhaltig leben,50,1.0,38.0
132147,netz.NRW – Verband für Ökologie und soz. Wirtschaften e.V.,435,2.0,33.0
68060,Netzwerk Geburt und Familie e.V.,604,4.0,16.0
129576,Netzwert Partner GmbH,619,2.0,7.0
79708,"Neumarkter Lammsbräu, Gebr. Ehrnsperger KG",773,6.0,25.0
160755,nexus Institut GmbH,245,3.0,31.0
36892,Nikolaus Teixeira communications & design,633,1.0,28.0
14674,Nils Wittke,223,1.0,7.0
37056,Nina Baresch,18,1.0,16.0
131662,Nivona Apparate GmbH,757,5.0,38.0
58436,NL 1,914,5.0,6.0
59391,No Time To Waste (Snew),918,3.0,11.0
18598,Novatec Consulting GmbH,549,6.0,7.0
98918,noventum consulting GmbH,454,6.0,7.0
14942,NoviTech e.U.,62,2.0,38.0
61590,nowwork GbR,534,1.0,33.0
112674,Oasia GbR,349,1.0,38.0
23248,Objekt-Service GmbH,782,2.0,36.0
45955,öbu – der Verband für nachhaltiges Wirtschaften (Verein),182,2.0,26.0
44998,oceanBASIS GmbH,320,3.0,26.0
92513,Oceanográfica,831,1.0,26.0
14949,OeAD-WohnraumverwaltungsGmbH,1,5.0,26.0
14676,Oekofrost,241,3.0,25.0
129590,OH LA LAQUA GmbH,606,2.0,38.0
20027,OIKOPOLIS Participations SA,909,12.0,38.0
14720,Öko & Fair Umweltzentrum Gauting,634,1.0,33.0
14677,Ökofairbau,777,1.0,6.0
84568,Ökokiste Bosshammersch Hof,397,4.0,25.0
101028,Ökokiste Kößnach GmbH & Co. KG,778,3.0,38.0
80062,"Ökokiste Schwarzach e.K., Schwarzach a. Main",788,3.0,25.0
144485,Ökologisch-Demokratische Partei  LV Berlin,217,11.0,26.0
144356,Ökologisch-Demokratische Partei  ÖDP,786,11.0,26.0
36824,Ökomarkt Verbraucher- und Agrarberatung e.V.,287,2.0,7.0
14678,Ökoring Handels GmbH,638,6.0,38.0
44858,Oktoberdruck AG,210,2.0,28.0
36947,Oliver Kirchhof,473,1.0,7.0
41902,Oliver Tunnat,375,1.0,7.0
14679,Omnicert Umweltgutachter GmbH,775,2.0,7.0
64664,Onze-Lieve-Vrouwekathedraal Antwerpen,167,3.0,37.0
14778,Organiced Kitchen,220,3.0,37.0
22589,Organisationsberatung Annelen Schulze Höing,257,1.0,7.0
37748,Otto Raich,51,1.0,7.0
14716,Outward Bound gGmbH,728,2.0,16.0
44860,OWUS Berlin-Brandenburg e.V.,209,1.0,2.0
72205,P1 Consulting GmbH,379,2.0,7.0
14782,PAP Pongauer ArbeitsProjekt,82,4.0,16.0
40111,PAPERBOATS Lenja Rother,285,1.0,7.0
30305,PARITÄTISCHE Sozialpsychiatrisches Zentrum München gGmbH,629,5.0,16.0
14680,Parkhotel Frank,723,5.0,37.0
59402,Parktheater Eindhoven,920,5.0,1.0
92479,Pauma,828,1.0,26.0
14741,PCH-Fischer GmbH & Co. KG,498,1.0,7.0
14697,Pelzl Beratung & Umsetzung,342,1.0,7.0
96610,peppair GmbH,737,1.0,7.0
44864,PersonalDock GmbH,306,2.0,15.0
19534,Perspektivatelier,6,1.0,7.0
36677,Peter Eschner,13,1.0,7.0
14681,Peter Frank,557,1.0,7.0
14682,Peter Weiss Stiftung (PWS)Literaturfestival,206,2.0,28.0
25426,Petersilchen GmbH,370,5.0,25.0
92357,Piben Fruits,816,\N,26.0
44173,Pineta Hotels,889,4.0,37.0
126556,Pineta Nature Resort Srl,888,4.0,37.0
14951,Pizzinini Busreisen,900,4.0,8.0
27430,Pizzinini Mobility GmbH,900,2.0,39.0
124379,Planungsbüro Drobka GmbH,273,3.0,33.0
92423,Playamar y Turismo,803,\N,26.0
79534,playfulmind GmbH,781,1.0,7.0
30768,Points Gesellschaft für digitale Informationssysteme mbH,538,3.0,9.0
14683,Polarstern,604,3.0,12.0
150465,Polarstern GmbH,604,4.0,12.0
85373,POLIFANT Stuttgart gGmbH,553,6.0,10.0
92451,Pou de Beca,814,\N,26.0
96975,PRÄSENTATIONSWERK,511,1.0,7.0
14727,Praxisgemeinschaft AMEDEA,711,1.0,16.0
14867,Praxisgemeinschaft Fridolfing,660,3.0,27.0
132125,presigno GmbH,437,2.0,22.0
14907,Prior1 GmbH,485,4.0,6.0
14908,Private Hortgruppe Mobile,115,2.0,16.0
14753,Privatpraxis für Psychotherapie und Supervision,430,1.0,7.0
111664,Pro Basketball Göttingen GmbH,406,4.0,34.0
90862,Pro Raum GmbH,461,1.0,8.0
64591,PRO-PLAN GmbH,108,2.0,12.0
127454,pro… gemeinsam bauen und leben eG,538,2.0,6.0
143246,PROCESS-M GmbH,11,1.0,7.0
92401,Produccions Metrònoms S.L.,812,\N,26.0
40588,ProEngeno GmbH & Co. KG,332,2.0,12.0
36684,Prof. Dr. Bernd Fittkau,307,1.0,7.0
40119,Prof. Dr. Bernd Hümmer,761,\N,7.0
120252,Profilwerkstatt GmbH,521,5.0,22.0
14710,Proiectio,521,1.0,7.0
40298,PROMA Versicherungsmakler GmbH & Co.KG,750,3.0,13.0
99328,prosa Architektur+Stadtplanung BDA,519,3.0,6.0
151681,pusch & Partner,318,\N,\N
21191,Qaizen GmbH,433,1.0,7.0
30309,qnipp GmbH,141,2.0,9.0
44867,Quartiermeister – korrekter Konsum GmbH,233,2.0,38.0
44869,Quatsch mit Soße – Stefanie Griesse,355,1.0,37.0
36830,QuintLog e.U.,2,1.0,7.0
38704,R.U.S.Z. Franchising GmbH,11,3.0,8.0
44871,RABOLD UND CO. e.U.,143,2.0,7.0
40880,Rad-Hof Erfurt,791,1.0,37.0
29769,Radio München gUG,623,2.0,23.0
32904,Radio Next Generation GmbH & Co. KG (Sender egoFM),611,3.0,23.0
80067,"radius UG, Ihr Fahrrad-Kurier in Würzburg",786,2.0,39.0
35304,Rahm Projektmanagement Schlüsselfertigbau GmbH,542,\N,6.0
56171,Raidboxes GmbH,453,4.0,9.0
14711,Raiffeisenbank Lech am Arlberg eGen,123,3.0,13.0
82244,Raiffeisenbank Region St. Pölten eGen,31,6.0,4.0
14700,Randegger Ottilien-Quelle GmbH,580,3.0,25.0
36834,RARENA Dr. Ralf Resch Nachhaltigkeitsberatung,426,1.0,7.0
37746,Raum für Bewusst Sein GmbH,182,1.0,7.0
36543,RAUM.WERTcc DIin Ursula Spannberger,62,1.0,6.0
14968,RAUM.WERTcc Ursula Spannberger,62,1.0,6.0
44771,Raumausstatter Hegemann,456,2.0,8.0
124736,Rauszeit Agentur,177,1.0,7.0
44874,ray facility management group Nils Bogdol GmbH,459,5.0,30.0
126876,rebio Regionale BIOLAND-Erzeugergemeinschaft GmbH,558,4.0,25.0
33861,Reformhaus Mayr e.K.,615,5.0,38.0
23715,Regensburg Tourismus GmbH (RTG),774,4.0,29.0
14684,Regina Sörgel,772,1.0,10.0
68219,Regionaldirektion Martin Bantle e.K.,583,2.0,18.0
14909,Regionalenergie Osttirol reg. Gen. m.b.H.,164,2.0,12.0
30153,Regionalkollektiv eG,670,2.0,25.0
29660,REGIOS EG,645,2.0,13.0
36662,Reinhard Decker  Unternehmensberater,127,1.0,7.0
53438,Reishofers Pasch UG,665,\N,7.0
19282,Remedia di Satanassi & Bosch Società Agricola S.S.,905,4.0,25.0
82902,renergie Allgäu e.V.,715,3.0,7.0
90814,REUTER × BOBETH,228,2.0,22.0
29753,ReWiG München eG,624,2.0,33.0
14924,Reyerhof,546,2.0,25.0
122149,Rheinsberger Preussenquelle GmbH,277,3.0,25.0
118851,Rieder.Steuer.Beratung,86,2.0,14.0
127451,Robi Wache Architekten GmbH,539,2.0,6.0
150945,Rofin Gewerbepark Eberswalde,274,2.0,30.0
14970,rolf dingethal organisations- und managemententwicklung,554,1.0,7.0
87389,Rolf Schanz Gmbh – Schanz Bänder,559,2.0,17.0
29832,Roseli Gonzalves,339,1.0,7.0
83738,RÖSTTROMMEL GMBH KAFFEERÖSTEREI,755,4.0,38.0
35305,Rosy Green Wool GbR – Rosmary Stegmann und Patrick Gruban,607,\N,38.0
55440,Rudolf Eckel Federnfabrik,493,4.0,17.0
44937,Rudolf Steiner Haus Hamburg e.V.,284,2.0,2.0
130935,RUNA REISEN GmbH,381,3.0,37.0
92345,Ruth Palomero S.L.,856,\N,26.0
14944,Sabine Lehner – MARKENwerkstatt,62,1.0,7.0
35671,SÄBU Holzbau GmbH,727,4.0,6.0
14868,Sachranger Dorfladen UG,650,1.0,38.0
20289,Sächsische Aufbaubank – Förderbank,197,12.0,4.0
35306,SAD Nahverkehr AG,903,\N,39.0
44178,Sadesign SNC,892,2.0,33.0
126578,Sadesign SNC,892,3.0,38.0
14925,Samariterstiftung,566,12.0,16.0
14910,Sanoll,113,2.0,34.0
17818,Saphenus Medical Technology GmbH,40,2.0,24.0
92407,SAPIENS ENERGÍA COOP. V.,862,\N,26.0
44939,satis&fy AG,504,6.0,26.0
36838,sattler energie consulting gmbh,57,2.0,7.0
44942,Schachinger Logistik Holding GmbH,47,12.0,39.0
14982,Schachtelhalm UG,412,2.0,38.0
14869,Schäfer Installationen,369,2.0,8.0
126130,Schamong GmbH & Co. KG,469,3.0,25.0
73570,SCHELP MEDIATION,355,1.0,33.0
